"title","aol_page","body","reachcode","parent_id","permanent_id","gnis_id","gnis_name","fishing_zone_id"
"","","","18010203002695","","143479906","01147424","Paragon Lake","4"
"","","","17100311011208","","139856279","","","5"
"","","","18010203000430","","143479673","01152632","Woodpecker Lake","4"
"","","","18010203002653","","143479804","","","4"
"","","","18010203002646","","143479798","","","4"
"","","","18010203002556","","143479674","","","4"
"","","","18010203002490","","143479541","","","4"
"","","","17100311011462","","139856815","","","5"
"","","","17100308005543","","146298854","","","5"
"","","","17100308006343","","146299659","","","5"
"","","","17100308005692","","146299005","","","5"
"","","","17100308006218","","146299534","","","5"
"","","","17100308005448","","146298759","","","5"
"","","","17100311000700","","139857119","","","5"
"","","","17100308005303","","146298614","","","5"
"","","","17100308005482","","146298793","","","5"
"","","","17100308005432","","146298743","","","5"
"","","","17100308005356","","146298667","01134775","Hixson Reservoir","5"
"","","","17100308005352","","146298663","","","5"
"","","","17100308005439","","146298750","","","5"
"","","","17100308005309","","146298620","","","5"
"","","","17100308005266","","146298577","","","5"
"","","","17100308005231","","146298543","","","5"
"","","","17100308005070","","146298378","01134754","Koellner Reservoir","5"
"","","","17100308006364","","146299680","","","5"
"","","","17100310007503","","146282063","","","5"
"","","","17100308005549","","146298860","","","5"
"","","","17100308005420","","146298731","","","5"
"","","","17100310007357","","146281890","","","5"
"","","","17100308006413","","146299729","","","5"
"","","","17100310007446","","146281983","","","5"
"","","","17050110003309","","146137731","","","4"
"","","","17050110003435","","146137887","","","4"
"","","","17050110003341","","146137788","01121947","Homestead Reservoir","4"
"","","","17050110003245","","146137642","01135933","Stark Reservoir","4"
"","","","17050110003270","","146137676","","","4"
"","","","17050110003172","","146137561","","","4"
"","","","17050110003497","","146137953","01122358","Jackson Creek Reservoir","4"
"","","","18010203003312","","164314692","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003212","","164314592","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003340","","164314720","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003249","","164314629","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003377","","164314757","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203002714","","143479924","","","4"
"","","","17100308005669","","146298982","","","5"
"","","","17100308005806","","146299121","","","5"
"","","","17100308006435","","146299752","","","5"
"","","","17100308042464","","167118935","","","5"
"","","","17100308041662","","165536158","01133205","Ice House Lake","5"
"","","","17050110003292","","146137711","","","4"
"","","","17100308004890","","146298192","","","5"
"","","","18010203002356","","143479394","","","4"
"","","","17100311011226","","139856322","","","5"
"","","","17100311011483","","139856834","","","5"
"","","","17100311011299","","139856437","","","5"
"","","","17100311011292","","139856423","","","5"
"","","","18010203002527","","143479629","","","4"
"","","","17100311011538","","139856918","","","5"
"","","","18010203002293","","143479323","","","4"
"","","","18010203002512","","143479582","01142764","Lake Gladys","4"
"","","","17100310007206","","146282140","","","5"
"","","","17100311011475","","139856825","","","5"
"","","","18010203002759","","143479973","","","4"
"","","","18010203002307","","143479338","","","4"
"","","","17100308005921","","146299236","","","5"
"","","","17100308005773","","146299088","","","5"
"","","","17100308006206","","146299522","","","5"
"","","","17100308006400","","146299716","","","5"
"","","","17100308005225","","146298535","","","5"
"","","","17100308005513","","146298824","","","5"
"","","","17100308005052","","146298360","","","5"
"","","","17100308005332","","146298642","","","5"
"","","","17100308005510","","146298821","","","5"
"","","","17100308005552","","146298863","","","5"
"","","","17100308005548","","146298859","","","5"
"","","","17100308005358","","146298669","","","5"
"","","","17100308004911","","146298218","","","5"
"","","","17100310007379","","146281913","","","5"
"","","","17100310007675","","146282260","","","5"
"","","","17100308005010","","146298318","","","5"
"","","","17100308004984","","146298292","01130317","Mack Reservoir","5"
"","","","17100310007320","","146281852","","","5"
"","","","17100310007504","","146282065","","","5"
"","","","17100310007347","","146281880","","","5"
"","","","17050110003642","","146138102","01117910","Bogus Rim Reservoir","4"
"","","","17050110003558","","146138015","01125608","Pothole Reservoir","4"
"","","","17050110003496","","146137952","01125097","Owyhee Rim Reservoir","4"
"","","","18010203002573","","143479694","","","4"
"","","","18010203002285","","143479313","","","4"
"","","","17100308006101","","146299417","","","5"
"","","","17100308005716","","146299030","","","5"
"","","","17100308005502","","146298812","","","5"
"","","","17100308005258","","146298569","","","5"
"","","","17100308005293","","146298604","","","5"
"","","","17100308005272","","146298583","","","5"
"","","","17100308005983","","146299298","","","5"
"","","","17100308005936","","146299251","","","5"
"","","","17100308005422","","146298733","","","5"
"","","","17100308005164","","146298471","","","5"
"","","","17100308005277","","146298588","","","5"
"","","","17100308005214","","146298524","","","5"
"","","","17100308005095","","146298403","","","5"
"","","","17100308005241","","146298551","","","5"
"","","","17100308005054","","146298362","","","5"
"","","","17100308005040","","146298347","","","5"
"","","","17100308005177","","146298486","","","5"
"","","","17100311011414","","139856698","","","5"
"","","","17100311011240","","139856346","","","5"
"","","","17100311011548","","139856936","","","5"
"","","","17100308004995","","146298303","","","5"
"","","","17100308005024","","146298332","","","5"
"","","","17100311011554","","139856948","","","5"
"","","","18010203002467","","143479514","","","4"
"","","","18010203002209","","143479236","","","4"
"","","","18010203002396","","143479436","","","4"
"","","","18010203002228","","143479255","","","4"
"","","","18010203002219","","143479246","","","4"
"","","","18010203002260","","143479288","01145847","Martin Lake","4"
"","","","18010203002761","","143479974","","","4"
"","","","18010203002364","","143479402","","","4"
"","","","18010203002202","","143479229","","","4"
"","","","17050110003525","","146137981","01123572","Lower Miller Reservoir","4"
"","","","17100310007495","","146282050","","","5"
"","","","17100310007337","","146281870","","","5"
"","","","17050110003216","","146137613","","","4"
"","","","17050110003512","","146137968","01121571","Hanson Reservoir Number Two","4"
"","","","17050110003633","","146138093","","","4"
"","","","17100310007525","","146282091","","","5"
"","","","17100310007283","","146281813","","","5"
"","","","17050110003176","","146137565","","","4"
"","","","17100311011339","","139856530","","","5"
"","","","17100308006314","","146299629","","","5"
"","","","18010203000412","","143479489","01141738","Lake Elizabeth","4"
"","","","18010203003360","","164314740","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003225","","164314605","01151685","Upper Klamath Lake Marshes","4"
"","","","17100308005064","","146298372","","","5"
"","","","17100308006027","","146299343","","","5"
"","","","17100308005954","","146299269","","","5"
"","","","17100310007564","","146282139","","","5"
"","","","17100310007441","","146281977","","","5"
"","","","17100308004927","","146298235","","","5"
"","","","18010203000405","","143479356","01159014","Lake No-Se-Um","4"
"","","","17100310007580","","146282158","","","5"
"","","","17100308042538","","167119133","","","5"
"","","","17100310007346","","146281879","","","5"
"","","","17100308005046","","146298354","","","5"
"","","","17100308005379","","146298690","","","5"
"","","","17100310007526","","146282093","","","5"
"","","","17100308005642","","146298959","","","5"
"","","","17100311011593","","139857120","","","5"
"","","","17050110003429","","146137881","","","4"
"","","","17100308005735","","146299050","01134796","Goodrich Reservoir","5"
"","","","17100308005218","","146298529","","","5"
"","","","17100308005342","","146298657","","","5"
"","","","17100308005437","","146298748","","","5"
"","","","17100308005380","","146298691","","","5"
"","","","17100308006328","","146299643","","","5"
"","","","17100308006417","","146299733","","","5"
"","","","17100308005125","","146298433","","","5"
"","","","17100308006163","","146299479","","","5"
"","","","17100310007511","","146282074","","","5"
"","","","17050110008605","","146137590","01120974","Freezeout Lake","4"
"","","","17100308004917","","146298224","","","5"
"","","","17100310007264","","146281794","01154395","Southard Lake","5"
"","","","17100308005140","","146298448","","","5"
"","","","17100310007606","","146282189","","","5"
"","","","17100310007465","","146282008","","","5"
"","","","17100308005034","","146298342","","","5"
"","","","17100310007628","","146282212","","","5"
"","","","18010203003311","","164314691","01151685","Upper Klamath Lake Marshes","4"
"","","","17100308005974","","146299289","","","5"
"","","","18010203003346","","164314726","01151685","Upper Klamath Lake Marshes","4"
